data,generalisation
how many calories would i estimate for fettuccine alfredo,id
how many calories does a big mac have,id
what's the caloric content if you eat roast beef,id
how many calories would i consume if i ate a loaded hotdog,id
what's the expected calorie load of a peanut butter and jelly sandwich,id
what's a big bowl of ice cream contain in calories,id
do cheetos have a lot of calories,id
what's the calorie content of cheetos,id
looks up the calories in cheetos,id
calorie count of cheetos,id
how many calories do cheetos have,id
how many calories are in a cup of white rice,id
how many calories are in vanilla ice cream,id
one cup of almonds has how many calories,id
what's the calorie info for 2 cups of regular chex mix,id
what's the caloric content in a bowl of rice crispies with milk,id
a bowl of cheerios with milk has how many calories,id
how many calories are in a bag of regular doritos,id
how many calories are in chocolate ice cream,id
2 cups of grapes have how many calories,id
how many calories are in spaghetti and meat sauce,id
"in one cookie, how many calories would i find",id
what is the calorie count for one cookie,id
"if i ate a cookie, how many calories would i be ingesting",id
cookies have how many calories,id
how many calories are in a cookie,id
how many calories in gum,id
how many calories in chicken,id
how many calories in meatloaf,id
how many calories are in chicken breast,id
how many calories in peanuts,id
what is the total number of calories in a bag of potato chips,id
can you tell me the amount of calories i can expect one tuna sandwich to contain,id
give me expected number of calories in a breakfast burrito,id
can you tell me the number of calories in one serving of whole cashews,id
please tell me the total calories a single serving of chocolate ice cream is expected to contain,id
i need to know the total calories for a chicken caesar salad,id
please tell me how many calories one chocolate bar contains,id
what's the average number of calories in one cup of tomato soup,id
do you know how many calories are in a single chicken breast,id
i need to know the number of calories on average in a handful of pistachios,id
what is the caloric value of a cookie,id
how many calories are in cookies,id
can you tell me how many calories are in cookies,id
what is the calorie count in a cookie,id
what are the calories in a cookie,id
what is the calorie count for muffins,id
are there a lot of calories in muffins,id
tell me the amount of calories in muffins,id
what is the caloric total in these muffins,id
what amount of calories are in one muffin,id
look up the calories in an apple,id
tell me the calorie content of an apple,id
what's the caloric content of an apple,id
tell me the calorie content for an apple,id
i need to know the calorie content in a piece of pepperoni pizza,id
how many calories are in an apple,id
i want the calorie content for a banana,id
tell me the number of calories in a banana,id
what is the calorie look like in apples,id
what is the calorie going to be if i'm eating cereal,id
add up the calories in tacos,id
how many calories are in cheerios,id
what type of calorie numbers are in onions,id
i need to know the calorie count of a bacon cheeseburger,id
whats the calorie content of oatmeal,id
what is the calorie count of an apple,id
how many calories on average are in a hot dog,id
how many calories are in a piece of bacon,id
let my credit card company know that my card split in half,id
how do you report a burned debit card,id
"my card split in half, how do i report it",id
report my burned card to the company,id
what do i say when i report a split credit card,id
my card was damaged by my cat; can i report that,id
i dropped my card in my gasoline and the printing wore off,id
i need to report that my dog chewed up my card,id
it seems i can't use my card since it has been damaged,id
"unfortunately, my card is damaged and unusable",id
what should i do with an unusable and damaged card,id
my card is unusable because it's damaged,id
i cracked my card and need a replacement,id
my card got melted and i need to report it,id
"my card got melted and i need to report it, please",id
"my card got melted in the dryer and i need to report it, please",id
my card got damaged and i need to report it,id
"my card got damaged and i need to report it, please",id
my card is damaged so i can not use it,id
report the card has been damaged,id
"i can not use my card, it is damaged",id
"the card is torn, let's report it",id
report that the card has been wrecked,id
my card is damaged and no longer function,id
my card is damaged and unusable,id
"my card is wrecked, let's report it",id
report the card has been torn,id
i can not use my card since it is damaged,id
i need to report a bent card,id
"my card split in half, can i report it",id
"i cracked my card, order a new one",id
report that i split my card,id
please make a report that my card is split,id
"the magnetic strip on my card is scratched, let the card company know",id
"i cut up the wrong card, please contact the bank and let them know",id
"i creased my card today, contact the bank",id
"my card is cracked, please tell the card company",id
"the dog chewed up my card, will you find out what it takes to get a replacement",id
the plastic numbers on my card are falling off,id
corner of my credit card is chipped off,id
my card got snapped in half,id
my card is too scratched and won't read correctly,id
the sticker on my card is peeling off,id
i can't use my card because it is broken,id
my broken card won't work,id
i can't use my damaged card,id
my damage card is not working,id
my damage card will not work,id
i don't know who to notify that i ran my credit card over with the lawn mower,id
i ran my credit card over with the lawn mower and need to replace it,id
i need to replace my credit card because i ran it over with the lawn mower,id
my card is partially damaged how do i report this,id
my card is not working and i need to let them know,id
my card broke in half and i need to report this,id
the chip on my card is damaged and i need a new one,id
